gene,logP
isogroup2169,-1.5
isogroup21690,0.5
isogroup21691,3.7
isogroup21692,3.1
isogroup21693,-1.5
isogroup21694,0.2
isogroup21695,-0.6
isogroup21696,-1.1
isogroup21698,-0.6
isogroup21699,0.1
isogroup217,2.3
isogroup2170,1.4
isogroup21700,0.7
isogroup21701,0.1
isogroup21702,1.6
isogroup21703,0.2
isogroup21705,0
isogroup21706,0.2
isogroup21707,-1.4
isogroup21708,0.4
isogroup21709,-0.1
isogroup2171,-4.5
isogroup21710,2.6
isogroup21711,0.5
isogroup21712,1.5
isogroup21713,0.2
isogroup21715,-2
isogroup21716,3.1
isogroup21717,1.2
isogroup21718,-0.2
isogroup21719,-0.3
isogroup2172,-0.8
isogroup21720,0.1
isogroup21721,0.3
isogroup21723,0.2
isogroup21724,1.1
isogroup21725,1
isogroup21726,0.1
isogroup21727,0.5
isogroup21728,0.4
isogroup21729,0.2
isogroup2173,1.5
isogroup21730,0
isogroup21731,3.3
isogroup21732,4.5
isogroup21733,1.1
isogroup21734,0.1
isogroup21737,-1.3
isogroup21738,0.7
isogroup21740,1
isogroup21741,0
isogroup21742,-4.1
isogroup21743,0
isogroup21744,1.4
isogroup21745,-0.7
isogroup21747,-0.1
isogroup21748,1.6
isogroup21749,0.9
isogroup2175,3.6
isogroup21750,0.2
isogroup21752,-1.9
isogroup21753,-0.4
isogroup21754,0.4
isogroup21755,2.1
isogroup21756,0
isogroup21757,1.5
isogroup21758,0.1
isogroup21759,-0.9
isogroup2176,0.6
isogroup21760,0.2
isogroup21761,0.6
isogroup21762,-0.3
isogroup21763,-4.5
isogroup21764,-0.7
isogroup21765,0.3
isogroup21766,0.1
isogroup21767,1.7
isogroup21768,1.2
isogroup21769,0.5
isogroup2177,0.4
isogroup21770,-9.9
isogroup21771,0.7
isogroup21772,3.3
isogroup21773,0.7
isogroup21774,0.8
isogroup21775,0.1
isogroup21776,1.1
isogroup21778,0.3
isogroup21779,2.3
isogroup2178,0.5
isogroup21781,1.3
isogroup21782,1.3
isogroup21783,0.5
isogroup21784,0.2
isogroup21786,0.1
isogroup21787,0.1
isogroup21788,0.2
isogroup21789,-0.2
isogroup2179,-1.1
isogroup21790,0.7
isogroup21791,0
isogroup21792,0.5
isogroup21793,-0.1
isogroup21794,-1
isogroup21797,0.4
isogroup21798,-0.5
isogroup21799,-0.2
isogroup218,1.4
isogroup2180,-3.1
isogroup21800,1.4
isogroup21801,0.2
isogroup21802,-0.1
isogroup21803,4.2
isogroup21805,-1.4
isogroup21806,-2.8
isogroup21807,0.2
isogroup21808,2
isogroup2181,-2
isogroup21810,0.3
isogroup21811,0.2
isogroup21812,-0.2
isogroup21814,-0.6
isogroup21815,0.1
isogroup21816,-0.1
isogroup21817,1.1
isogroup21818,-0.2
isogroup21819,-0.3
isogroup2182,1
isogroup21821,-9.2
isogroup21822,4.2
isogroup21823,-1
isogroup21824,-10
isogroup21826,0.1
isogroup21827,1.2
isogroup21828,0.1
isogroup21829,-10
isogroup2183,-0.4
isogroup21831,-0.2
isogroup21832,-0.1
isogroup21833,-1.3
isogroup21834,3.7
isogroup21835,-3.8
isogroup21836,0.2
isogroup21837,-0.2
isogroup21838,0.8
isogroup2184,0.7
isogroup21840,1
isogroup21845,-0.1
isogroup21846,-0.3
isogroup21847,-0.8
isogroup21848,1.2
isogroup2185,-0.3
isogroup21851,0.2
isogroup21852,1.1
isogroup21853,0
isogroup21854,0.6
isogroup21855,1.4
isogroup21856,0.5
isogroup21857,0.2
isogroup21858,-0.1
isogroup21859,0.4
isogroup2186,-0.3
isogroup21860,0.4
isogroup21861,-3.1
isogroup21865,0.5
isogroup21866,0.1
isogroup21867,0.4
isogroup21868,4.1
isogroup21869,1.5
isogroup2187,10
isogroup21870,0.4
isogroup21871,0.2
isogroup21873,-10
isogroup21874,-0.5
isogroup21875,0.8
isogroup21876,0
isogroup21877,0.7
isogroup21878,0
isogroup21879,1.4
isogroup2188,0.4
isogroup21884,1.3
isogroup21885,0.9
isogroup21888,0.3
isogroup21889,1.9
isogroup2189,-3.9
isogroup21890,1.2
isogroup21891,0.1
isogroup21892,-0.1
isogroup21896,0.5
isogroup21898,0.1
isogroup21899,0.3
isogroup219,0
isogroup2190,0.1
isogroup21901,2.3
isogroup21902,-0.2
isogroup21904,2.7
isogroup21906,-0.2
isogroup21907,-3.8
isogroup21908,0.9
isogroup21909,0.7
isogroup2191,1.5
isogroup21910,-0.1
isogroup21911,-3.2
isogroup21912,-0.2
isogroup21913,2
isogroup21914,1.1
isogroup21915,0.9
isogroup21916,0.1
isogroup21917,-7.6
isogroup21919,0.1
isogroup2192,1.2
isogroup21920,1.1
isogroup21921,-0.2
isogroup21922,0.7
isogroup21925,0.2
isogroup21927,-0.4
isogroup21928,0.5
isogroup21929,0.5
isogroup2193,0
isogroup21930,0.2
isogroup21931,1.6
isogroup21932,0
isogroup21933,0.2
isogroup21936,1.8
isogroup21937,-2.6
isogroup21938,-0.1
isogroup21939,0.4
isogroup2194,-0.3
isogroup21940,1.2
isogroup21941,1.3
isogroup21943,1.7
isogroup21944,2.4
isogroup21945,0.9
isogroup21946,0.6
isogroup21947,0.1
isogroup21948,1.2
isogroup2195,0.8
isogroup21951,-1.5
isogroup21952,-0.7
isogroup21953,0.4
isogroup21955,0.8
isogroup21956,-2
isogroup21957,0
isogroup2196,2.9
isogroup21960,-3.5
isogroup21963,-0.5
isogroup21965,0.9
isogroup21968,-4
isogroup21969,-10
isogroup2197,-2.5
isogroup21970,0.3
isogroup21971,-0.7
isogroup21972,-3.6
isogroup21973,1.5
isogroup21975,0.4
isogroup21977,-0.1
isogroup21978,0.4
isogroup2198,3.7
isogroup21980,2.3
isogroup21981,0
isogroup21982,5.9
isogroup21983,0.1
isogroup21984,0.4
isogroup21985,0.3
isogroup21986,-0.4
isogroup21988,-0.5
isogroup21989,0.2
isogroup2199,1.4
isogroup21990,1.1
isogroup21991,-0.1
isogroup21992,2
isogroup21993,1.8
isogroup21994,-2
isogroup21995,0.9
isogroup21996,0.3
isogroup21997,1.4
isogroup21998,0
isogroup21999,-0.5
isogroup22,2.7
isogroup220,2.1
isogroup2200,-6.7
isogroup22000,1
isogroup22001,0.5
isogroup22002,0.9
isogroup22004,-1.6
isogroup22005,0.8
isogroup22006,-0.3
isogroup22007,1.4
isogroup22008,0.2
isogroup22009,-1.8
isogroup2201,2.3
isogroup22010,0.8
isogroup22011,-0.8
isogroup22012,0.6
isogroup22013,1.3
isogroup22014,-0.2
isogroup22015,-0.8
isogroup22016,0.1
isogroup22017,0.1
isogroup22018,-0.4
isogroup22019,-0.2
isogroup2202,1.7
isogroup22020,-0.1
isogroup22021,1.3
isogroup22022,0.2
isogroup22024,0.7
isogroup22025,-0.1
isogroup22026,-5.2
isogroup22027,0
isogroup22028,0.4
isogroup22029,-0.1
isogroup2203,1.6
isogroup22030,1.4
isogroup22031,0.3
isogroup22032,0.1
isogroup22033,-0.8
isogroup22035,0.9
isogroup22036,0.8
isogroup22037,0
isogroup2204,1.7
isogroup22040,-0.1
isogroup22041,-0.4
isogroup22042,0.8
isogroup22043,0.1
isogroup22044,-0.2
isogroup22045,0.8
isogroup22046,0.2
isogroup22047,0
isogroup22048,2.6
isogroup22049,0
isogroup2205,-0.1
isogroup22050,1.1
isogroup22051,0.7
isogroup22052,-2.9
isogroup22053,1.6
isogroup22054,0.4
isogroup22055,0
isogroup22056,0.5
isogroup22057,1.1
isogroup22058,1.9
isogroup22059,0.6
isogroup2206,-0.6
isogroup22060,-3.3
isogroup22061,4.6
isogroup22062,0
isogroup22063,0.4
isogroup22064,0.4
isogroup22065,-0.5
isogroup22066,0.7
isogroup22067,2.8
isogroup2207,3
isogroup22070,1.1
isogroup22073,-4.2
isogroup22075,0.1
isogroup22076,-0.2
isogroup22077,1.1
isogroup22079,0.8
isogroup2208,1
isogroup22080,-2.5
isogroup22081,-1.1
isogroup22082,0.5
isogroup22083,0.7
isogroup22084,0.4
isogroup22085,-0.1
isogroup22086,0.7
isogroup22087,0.5
isogroup22088,0.2
isogroup22089,1.1
isogroup2209,-0.2
isogroup22091,0
isogroup22092,0.1
isogroup22093,0.7
isogroup22095,-0.2
isogroup22096,0
isogroup22097,1.4
isogroup22098,1
isogroup221,-0.3
isogroup2210,1.5
isogroup22100,1.9
isogroup22101,3.6
isogroup22102,-6.6
isogroup22105,-0.1
isogroup22108,0.7
isogroup22109,-0.4
isogroup2211,0.2
isogroup22110,-1.5
isogroup22111,-4.3
isogroup22112,-0.8
isogroup22116,0.9
isogroup22117,-10
isogroup2212,2.7
isogroup22120,-1
isogroup22121,0.1
isogroup22123,0.4
isogroup22124,0.5
isogroup22125,0.2
isogroup22127,-1.2
isogroup22128,1.1
isogroup2213,0.4
isogroup22130,1.1
isogroup22131,-1.5
isogroup22134,0
isogroup22135,2.1
isogroup22136,0.7
isogroup22137,0.1
isogroup22138,-0.2
isogroup2214,0.3
isogroup22140,0.4
isogroup22141,0.1
isogroup22143,-2.2
isogroup22144,1
isogroup22145,-5.1
isogroup22146,-0.6
isogroup22148,0.6
isogroup22149,1
isogroup2215,-0.2
isogroup22150,0.6
isogroup22151,1.6
isogroup22152,-0.4
isogroup22154,-0.1
isogroup22155,1.3
isogroup22156,0.7
isogroup22157,0.2
isogroup22158,0.9
isogroup22159,-0.3
isogroup2216,1.7
isogroup22160,-0.2
isogroup22161,0.4
isogroup22163,-1.4
isogroup22164,-0.5
isogroup22165,-4.3
isogroup22166,-0.1
isogroup22167,1.2
isogroup22168,0.3
isogroup22169,-0.5
isogroup22170,0.6
isogroup22171,-0.1
isogroup22172,0.4
isogroup22173,0.6
isogroup22174,0.9
isogroup22175,0.1
isogroup22176,0.2
isogroup22177,7.3
isogroup22178,0.6
isogroup2218,0.3
isogroup22180,-0.6
isogroup22181,0.4
isogroup22186,1.9
isogroup22187,0.3
isogroup22188,-0.7
isogroup22189,0.3
isogroup2219,0.1
isogroup22190,-0.5
isogroup22191,2.5
isogroup22192,0.5
isogroup22193,1
isogroup22194,-0.1
isogroup22195,1.3
isogroup22198,-0.1
isogroup22199,-8.6
isogroup222,3.7
isogroup22200,-0.3
isogroup22201,1.6
isogroup22203,0.7
isogroup22204,-0.4
isogroup22206,-2.9
isogroup22207,1
isogroup22208,0.9
isogroup22209,-1.3
isogroup2221,2.6
isogroup22210,0
isogroup22211,0.2
isogroup22212,0.1
isogroup22213,-0.6
isogroup22214,-0.9
isogroup22215,0.1
isogroup22217,1.3
isogroup22218,-0.3
isogroup2222,-0.3
isogroup22220,-0.3
isogroup22221,1.8
isogroup22222,0.7
isogroup22223,0.2
isogroup22226,5.3
isogroup22227,1.2
isogroup22228,0.5
isogroup22229,1.1
isogroup2223,0.5
isogroup22231,1.6
isogroup22232,0.8
isogroup22233,-0.3
isogroup22235,0.2
isogroup22236,0.5
isogroup22237,-1.2
isogroup22239,-0.6
isogroup2224,0.4
isogroup22240,-0.5
isogroup22241,-10
isogroup22242,-0.7
isogroup22243,0.6
isogroup22244,1.1
isogroup22245,-0.1
isogroup22246,-1.3
isogroup22248,0.5
isogroup22249,1.1
isogroup2225,0.6
isogroup22250,0.5
isogroup22251,0.1
isogroup22253,-0.1
isogroup22255,2.2
isogroup22256,-10
isogroup22257,-0.6
isogroup22258,0.6
isogroup22259,0.3
isogroup2226,0.5
isogroup22260,0.5
isogroup22261,0.5
isogroup22262,-1.6
isogroup22263,-2.7
isogroup22264,0.5
isogroup22265,0.4
isogroup22266,0.2
isogroup22267,0.4
isogroup22269,0.9
isogroup2227,0
isogroup22270,0.6
isogroup22271,-0.6
isogroup22273,-0.4
isogroup22274,0.8
isogroup22275,0.9
isogroup22276,1.7
isogroup22277,0.7
isogroup22278,-0.4
isogroup22279,0.6
isogroup2228,-2.8
isogroup22280,1.8
isogroup22282,0.8
isogroup22285,-1.9
isogroup22289,0.9
isogroup2229,-0.7
isogroup22290,0.2
isogroup22291,1.7
isogroup22292,-0.4
isogroup22293,1.3
isogroup22294,1.3
isogroup22295,1.5
isogroup22296,1.3
isogroup22299,-0.2
isogroup223,3.1
isogroup2230,-1.3
isogroup22301,-0.1
isogroup22302,1.2
isogroup22303,0.9
isogroup22304,0.2
isogroup22305,0.1
isogroup22307,2.1
isogroup22309,0.4
isogroup2231,0.1
isogroup22312,0.3
isogroup22313,-0.2
isogroup22314,1
isogroup22315,-0.1
isogroup22316,-0.2
isogroup22317,2.3
isogroup22318,6.2
isogroup22319,1.7
isogroup2232,0
isogroup22320,0
isogroup22321,10
isogroup22322,0.4
isogroup22323,0
isogroup22324,0.6
isogroup22325,3.1
isogroup22326,0.1
isogroup22328,-0.9
isogroup22329,-0.1
isogroup2233,-0.9
isogroup22330,-0.6
isogroup22331,0.4
isogroup22332,2
isogroup22333,-9.5
isogroup22334,1.8
isogroup22336,-0.1
isogroup22337,-0.2
isogroup22338,-4.9
isogroup22339,0.7
isogroup2234,2.3
isogroup22340,-1.9
isogroup22341,-3.9
isogroup22342,1
isogroup22343,0.9
isogroup22346,1.4
isogroup22347,-0.2
isogroup22348,3.7
isogroup22349,2.3
isogroup2235,0
isogroup22350,0
isogroup22351,0
isogroup22352,-0.4
isogroup22354,-0.1
isogroup22355,1.2
isogroup22356,0.1
isogroup22357,6
isogroup22359,0.2
isogroup22360,-1
isogroup22363,-0.2
isogroup22364,0.4
isogroup22365,1.2
isogroup22366,-1.8
isogroup22367,-0.5
isogroup22368,0.3
isogroup22369,0.9
isogroup2237,-0.9
isogroup22370,1.4
isogroup22371,-0.9
isogroup22373,1.1
isogroup22374,-10
isogroup22375,-1.8
isogroup22376,0.2
isogroup22377,1.5
isogroup22378,-0.4
isogroup22379,0.7
isogroup2238,-0.4
isogroup22381,1.8
isogroup22382,0.9
isogroup22384,0.2
isogroup22385,0.9
isogroup22386,0
isogroup22387,0.4
isogroup22388,0
isogroup2239,1.3
isogroup22390,2.4
isogroup22391,0.6
isogroup22394,0.4
isogroup22395,0.2
isogroup22396,0.4
isogroup22398,0.5
isogroup22399,-0.4
isogroup224,2.1
isogroup2240,0.5
isogroup22401,0.7
isogroup22402,0.2
isogroup22403,0.3
isogroup22404,0.5
isogroup22405,0
isogroup22407,-2.3
isogroup22408,-0.7
isogroup22409,6.1
isogroup2241,-0.4
isogroup22410,0.1
isogroup22411,0.3
isogroup22412,2.2
isogroup22413,-0.1
isogroup22415,2.4
isogroup22416,-4.2
isogroup22417,-0.6
isogroup22418,0.8
isogroup22419,1
isogroup2242,-0.1
isogroup22420,0.2
isogroup22421,0
isogroup22422,0.2
isogroup22423,-0.1
isogroup22424,0.3
isogroup22425,0.5
isogroup22426,0.1
isogroup22427,0.8
isogroup22428,0.1
isogroup22429,0.2
isogroup2243,0.2
isogroup22430,0.4
isogroup22431,0.7
isogroup22432,0.6
isogroup22433,0.4
isogroup22435,1.3
isogroup22436,0.1
isogroup22437,0.6
isogroup22438,0.4
isogroup22439,0
isogroup2244,0.2
isogroup22440,-0.3
isogroup22441,-0.5
isogroup22442,0.8
isogroup22443,-0.1
isogroup22445,1.3
isogroup22446,-0.1
isogroup22447,0.3
isogroup22449,0.9
isogroup2245,0.1
isogroup22450,-10
isogroup22451,-0.3
isogroup22452,0
isogroup22454,0.4
isogroup22455,0
isogroup22457,0.2
isogroup22458,-0.2
isogroup22459,0.9
isogroup2246,0.1
isogroup22461,0.1
isogroup22462,0.1
isogroup22463,0.6
isogroup22464,-0.1
isogroup22465,0
isogroup22466,-0.1
isogroup22469,0
isogroup2247,2.1
isogroup22470,0.3
isogroup22471,0
isogroup22472,0.3
isogroup22473,-0.5
isogroup22475,5.3
isogroup22476,0.7
isogroup22477,-0.3
isogroup22479,0
isogroup2248,1.4
isogroup22480,0.3
isogroup22481,2.7
isogroup22483,2
isogroup22484,1.8
isogroup22486,0
isogroup22487,0
isogroup22489,0.1
isogroup2249,-9.8
isogroup22490,0.2
isogroup22491,1
isogroup22492,2.2
isogroup22494,-0.3
isogroup22495,-0.4
isogroup22496,-0.1
isogroup22497,0.1
isogroup225,1.5
isogroup2250,-0.2
isogroup22500,0.5
isogroup22501,0
isogroup22502,2.1
isogroup22503,0.2
isogroup22504,-0.9
isogroup22505,0.1
isogroup22506,0.6
isogroup22507,1.6
isogroup22508,0.8
isogroup22509,0.8
isogroup2251,-0.8
isogroup22510,1.2
isogroup22511,0.1
isogroup22513,-1
isogroup22515,0.4
isogroup22517,0.4
isogroup22518,0.3
isogroup22519,0.5
isogroup2252,0.4
isogroup22520,1.4
isogroup22521,0.2
isogroup22522,-3.4
isogroup22523,-4
isogroup22524,1.5
isogroup22525,0.2
isogroup22526,1.2
isogroup22527,0.5
isogroup22528,-0.4
isogroup22529,-0.1
isogroup2253,1.1
isogroup22530,1.8
isogroup22532,1.3
isogroup22534,-0.1
isogroup22536,1.1
isogroup22537,0.4
isogroup22538,2.5
isogroup2254,-0.3
isogroup22541,-0.5
isogroup22542,-0.7
isogroup22544,-0.7
isogroup22545,0
isogroup22547,1.5
isogroup22548,-2.3
isogroup22549,1.2
isogroup2255,-0.9
isogroup22552,0.5
isogroup22554,-0.1
isogroup22555,0.2
isogroup22556,1.3
isogroup22557,0
isogroup22558,0.6
isogroup2256,-0.5
isogroup22560,-1.1
isogroup22562,0.2
isogroup22563,6.8
isogroup22564,0.8
isogroup22565,0.4
isogroup22566,-1.6
isogroup22567,0
isogroup22568,0.5
isogroup22569,0.6
isogroup2257,2.1
isogroup22570,0.5
isogroup22572,0.4
isogroup22573,-4.2
isogroup22575,7.1
isogroup22576,0.4
isogroup22577,5.4
isogroup22578,0.7
isogroup22579,0.6
isogroup2258,0.3
isogroup22580,1
isogroup22582,1.5
isogroup22583,0.5
isogroup22585,-0.3
isogroup22586,-0.3
isogroup22588,-1.6
isogroup22589,-2.7
isogroup2259,-10
isogroup22591,0.3
isogroup22592,-5.1
isogroup22593,-0.1
isogroup22594,0.5
isogroup22595,0.7
isogroup22596,-0.1
isogroup22597,1.4
isogroup22598,2.6
isogroup22599,1.6
isogroup226,0.6
isogroup2260,1.9
isogroup22600,3.8
isogroup22601,-0.1
isogroup22602,-0.1
isogroup22605,0.6
isogroup22606,-0.2
isogroup22608,0.8
isogroup2261,0.8
isogroup22610,1
isogroup22613,-0.1
isogroup22614,-0.1
isogroup22615,-0.2
isogroup22618,1
isogroup22619,1.2
isogroup2262,3
isogroup22620,-2.9
isogroup22621,-0.4
isogroup22623,1.6
isogroup22624,0.6
isogroup22625,-1.7
isogroup22627,0.6
isogroup22628,-0.3
isogroup2263,0.8
isogroup22630,0.9
isogroup22631,-0.7
isogroup22632,-0.2
isogroup22633,0.6
isogroup22634,-0.7
isogroup22635,0.7
isogroup22636,-0.5
isogroup22638,-10
isogroup22639,-2.9
isogroup2264,0.2
isogroup22641,0.2
isogroup22642,0.5
isogroup22643,0
isogroup22644,4.1
isogroup22645,0.5
isogroup22646,2.2
isogroup22647,0.3
isogroup22648,-1.6
isogroup2265,-3.2
isogroup22651,-10
isogroup22652,0.5
isogroup22653,-0.4
isogroup22654,0.1
isogroup22657,1.2
isogroup22658,-0.2
isogroup2266,0.1
isogroup22660,0.2
isogroup22661,0
isogroup22662,0.3
isogroup22664,-3
isogroup22665,0
isogroup22667,0.6
isogroup22669,-0.3
isogroup2267,-1
isogroup22671,1.8
isogroup22672,0
isogroup22673,-0.3
isogroup22674,-0.4
isogroup22675,0.5
isogroup22676,1.6
isogroup22677,1.7
isogroup22678,-1.1
isogroup2268,3.7
isogroup22680,0.3
isogroup22681,-0.7
isogroup22682,2
isogroup22683,-0.1
isogroup22685,0
isogroup22687,-0.3
isogroup22688,-0.1
isogroup22689,0.4
isogroup2269,-1.2
isogroup22690,1
isogroup22691,0.8
isogroup22692,0.1
isogroup22694,1.3
isogroup22695,-1.4
isogroup22697,-1
isogroup22699,-4.5
isogroup227,9.7
isogroup2270,1.4
isogroup22701,-0.1
isogroup22702,1.6
isogroup22703,0.1
isogroup22704,0.4
isogroup22706,0
isogroup22707,-0.3
isogroup2271,2.2
isogroup22710,-1.1
isogroup22711,0.4
isogroup22712,0.4
isogroup22715,5
isogroup22716,0.4
isogroup22717,0.1
isogroup22719,0.3
isogroup2272,0.4
isogroup22720,0.3
isogroup22721,0.3
isogroup22723,-0.9
isogroup22724,-3.8
isogroup22727,1.5
isogroup22728,2.5
isogroup22729,2.2
isogroup2273,-1.3
isogroup22730,-0.3
isogroup22732,-0.7
isogroup22733,1.7
isogroup22734,0
isogroup22736,-0.4
isogroup22737,-0.1
isogroup22738,-0.3
isogroup22739,0.5
isogroup2274,2.1
isogroup22741,0.2
isogroup22742,-0.6
isogroup22743,0.7
isogroup22744,0.5
isogroup22745,1.3
isogroup22746,1.9
isogroup22747,1.9
isogroup22748,-0.3
isogroup22749,0.6
isogroup2275,-2.4
isogroup22750,-10
isogroup22751,-1
isogroup22753,0.6
isogroup22754,-0.9
isogroup22755,0.3
isogroup22756,-5.2
isogroup22757,0.3
isogroup22758,-0.9
isogroup22759,0
isogroup2276,-0.1
isogroup2276.1,0.7
isogroup22760,-1.9
isogroup22761,0.6
isogroup22762,0.5
isogroup22764,0
isogroup22765,-0.1
isogroup22767,-0.2
isogroup22769,-0.2
isogroup2277,1.8
isogroup22772,-1.1
isogroup22773,5.1
isogroup22774,-0.3
isogroup22776,0.4
isogroup22777,-0.1
isogroup22778,0.2
isogroup22779,-0.1
isogroup2278,10
isogroup22780,0
isogroup22781,-0.6
isogroup22782,-0.5
isogroup22783,0.7
isogroup22784,-0.2
isogroup22785,2.6
isogroup22787,1.2
isogroup22788,-0.1
isogroup22789,0.1
isogroup2279,3.5
isogroup22790,0
isogroup22791,-0.5
isogroup22792,-0.3
isogroup22793,2.9
isogroup22795,-0.4
isogroup22796,1.3
isogroup22797,-0.6
isogroup22798,-0.2
isogroup22799,-1.9
isogroup228,1.7
isogroup2280,0.2
isogroup22800,-0.1
isogroup22801,3.3
isogroup22802,-0.1
isogroup22803,0.4
isogroup22804,-1.3
isogroup22805,0
isogroup22806,0
isogroup22807,-0.1
isogroup22808,1.7
isogroup22809,-1.2
isogroup2281,-10
isogroup22810,0.4
isogroup22812,-0.9
isogroup22813,-0.1
isogroup22814,0.2
isogroup22816,-3.5
isogroup22817,1.6
isogroup22818,-0.4
isogroup22819,0.4
isogroup2282,0.2
isogroup22820,1.3
isogroup22822,1.1
isogroup22823,0.8
isogroup22826,1
isogroup22829,-1.5
isogroup2283,0.3
isogroup22830,6.9
isogroup22831,0.1
isogroup22832,0
isogroup22833,1.3
isogroup22834,-2.8
isogroup22835,1.3
isogroup22837,0
isogroup22838,0.4
isogroup22839,1
isogroup2284,4.9
isogroup22840,1.2
isogroup22841,0
isogroup22842,0.3
isogroup22843,-0.2
isogroup22844,0
isogroup22845,0
isogroup22846,0.2
isogroup22847,0.1
isogroup22848,0.7
isogroup22849,-0.4
isogroup2285,1.2
isogroup22850,-1.4
isogroup22851,0.5
isogroup22852,0.9
isogroup22854,2
isogroup22855,1
isogroup22856,1.2
isogroup22857,-0.3
isogroup22859,1.2
isogroup2286,0.4
isogroup22861,0.5
isogroup22862,-0.2
isogroup22863,-0.6
isogroup22865,1.9
isogroup22866,-0.4
isogroup22867,0.2
isogroup22868,0.2
isogroup2287,0.1
isogroup22870,-4.6
isogroup22871,0.1
isogroup22874,1.4
isogroup22875,0
isogroup22876,0.6
isogroup22877,0.7
isogroup22878,0.2
isogroup22879,-0.5
isogroup2288,0.8
isogroup22880,-1.3
isogroup22881,1.5
isogroup22882,-0.2
isogroup22884,0.9
isogroup22885,0.7
isogroup22886,2.4
isogroup22887,1.2
isogroup22888,0.9
isogroup22889,-0.4
isogroup2289,0.1
isogroup22890,-0.1
isogroup22891,0.2
isogroup22892,-0.7
isogroup22893,-5.2
isogroup22894,-0.2
isogroup22895,0.6
isogroup22898,0.3
isogroup22899,-0.5
isogroup229,1.4
isogroup2290,-0.2
isogroup22900,0.7
isogroup22901,-1.8
isogroup22902,-0.2
isogroup22903,2.1
isogroup22904,0
isogroup22907,3.2
isogroup22908,1.9
isogroup22909,0.5
isogroup2291,1.7
isogroup22910,-1.1
isogroup22911,-10
isogroup22912,0.7
isogroup22913,1.5
isogroup22916,0
isogroup22917,-1.2
isogroup22919,-1.5
isogroup2292,0.8
isogroup22920,0.6
isogroup22921,0.3
isogroup22922,-1.2
isogroup22923,0.4
isogroup22925,-0.7
isogroup22926,0
isogroup22929,-1.3
isogroup2293,0.2
isogroup22930,4.1
isogroup22932,2.1
isogroup22933,-0.3
isogroup22934,0.5
isogroup22935,1.5
isogroup22936,2.5
isogroup22937,-3.2
isogroup22938,0.1
isogroup22939,0
isogroup2294,-1.5
isogroup22940,1.6
isogroup22941,0
isogroup22942,0.4
isogroup22943,2.3
isogroup22944,-0.3
isogroup22945,-0.1
isogroup22946,0.2
isogroup22948,1.1
isogroup22949,0.2
isogroup2295,0
isogroup22951,-0.4
isogroup22952,-1.8
isogroup22953,0.4
isogroup22954,0.6
isogroup22955,0.4
isogroup22956,0.5
isogroup22958,2.4
isogroup22959,0.6
isogroup2296,2.4
isogroup22960,1.1
isogroup22962,0.1
isogroup22963,1
isogroup22964,0.8
isogroup22965,0.2
isogroup22966,1.9
isogroup22967,-1.9
isogroup22968,1.7
isogroup22969,1
isogroup2297,0.1
isogroup22970,0.7
isogroup22971,1.4
isogroup22972,-4.4
isogroup22973,0.5
isogroup22974,0.3
isogroup22975,2.7
isogroup22976,0.7
isogroup22977,2.6
isogroup22979,0.6
isogroup2298,-0.7
isogroup22980,0.4
isogroup22981,-0.5
isogroup22982,1.5
isogroup22983,-0.1
isogroup22984,0.5
isogroup22985,3.1
isogroup22986,-5.2
isogroup22988,1.5
isogroup22989,2
isogroup2299,0.2
isogroup22990,-0.5
isogroup22991,0
isogroup22993,0
isogroup22994,0.1
isogroup22995,1.7
isogroup22996,1.3
isogroup22997,-4.2
isogroup22998,-3.8
isogroup22999,0.3
isogroup23,3.2
isogroup2300.1,-0.5
isogroup23000,2.4
isogroup23001,0.6
isogroup23002,-2.4
isogroup23003,0
isogroup23004,-0.8
isogroup23005,0.1
isogroup23006,-0.2
isogroup23007,-1.6
isogroup23008,0.3
isogroup23009,0.4
isogroup2301,2.4
isogroup23010,2.6
isogroup23011,0.8
isogroup23013,1.3
isogroup23014,0.9
isogroup23015,0.6
isogroup23016,-3.3
isogroup23017,-0.5
isogroup23018,0.5
isogroup2302,-2.3
isogroup23020,0.2
isogroup23021,0.6
isogroup23022,2.4
isogroup23024,0.3
isogroup23025,0.2
isogroup23027,0.1
isogroup23028,-0.9
isogroup2303,2
isogroup23030,-0.9
isogroup23033,-1.4
isogroup23034,1
isogroup23036,0.3
isogroup23037,1
isogroup23038,0.5
isogroup2304,0.5
isogroup23040,0
isogroup23041,0.2
isogroup23043,-3.2
isogroup23044,-0.1
isogroup23045,1.7
isogroup23046,0.7
isogroup23047,-3.8
isogroup23049,-0.2
isogroup2305,0.6
isogroup23050,-10
isogroup23051,-0.2
isogroup23052,0.3
isogroup23053,0.5
isogroup23054,-1.9
isogroup23055,1
isogroup23056,0.3
isogroup23058,0.2
isogroup23059,-0.9
isogroup2306,0.5
isogroup23060,0.6
isogroup23061,0
isogroup23062,-5.9
isogroup23063,-0.9
isogroup23064,5.2
