gene,lp
isogroup11111,-0.04
isogroup11112,1.44
isogroup11114,-0.55
isogroup11115,0.74
isogroup11116,4.45
isogroup11117,1.03
isogroup11118,-0.26
isogroup11119,-2.26
isogroup1112,1.05
isogroup11120,-1.08
isogroup11121,0.77
isogroup11122,0.04
isogroup11123,1.7
isogroup11124,-0.91
isogroup11125,-0.38
isogroup11126,-0.58
isogroup11127,0.23
isogroup11128,-0.88
isogroup11129,0.24
isogroup1113,-1.04
isogroup11130,1.15
isogroup11131,1.4
isogroup11132,2.46
isogroup11133,-0.19
isogroup11134,0.86
isogroup11135,-0.06
isogroup11136,-0.26
isogroup11137,-0.12
isogroup11138,-0.69
isogroup11139,-0.01
isogroup1114,0.4
isogroup11140,0.64
isogroup11141,0.35
isogroup11142,-0.17
isogroup11143,-0.37
isogroup11144,-0.27
isogroup11145,-0.33
isogroup11146,-0.52
isogroup11147,-0.12
isogroup11148,-0.05
isogroup11149,-0.73
isogroup1115,-0.11
isogroup11150,-0.76
isogroup11151,0.02
isogroup11152,0.53
isogroup11153,0.85
isogroup11154,-1.09
isogroup11155,-0.43
isogroup11156,0.06
isogroup11157,0.5
isogroup11158,-1.58
isogroup11159,0.75
isogroup1116,-1.1
isogroup11160,0.54
isogroup11161,0.9
isogroup11162,-0.26
isogroup11163,-0.81
isogroup11164,-1.25
isogroup11165,0.11
isogroup11166,0.06
isogroup11167,1.91
isogroup11168,-0.07
isogroup11169,-0.28
isogroup1117,0
isogroup11170,2.83
isogroup11171,1.09
isogroup11172,1.17
isogroup11173,-0.08
isogroup11174,0.18
isogroup11175,0.73
isogroup11176,0
isogroup11177,0.44
isogroup11178,0.79
isogroup11179,-1.67
isogroup1118,-1.29
isogroup11180,0.11
isogroup11181,0.18
isogroup11182,-1.27
isogroup11183,0.01
isogroup11184,-0.34
isogroup11185,0.37
isogroup11186,0.64
isogroup11187,0.45
isogroup11188,-0.08
isogroup11189,0.09
isogroup1119,-1.18
isogroup11190,-0.44
isogroup11191,0.33
isogroup11192,0.22
isogroup11193,-0.43
isogroup11194,0.92
isogroup11195,-0.04
isogroup11196,0.21
isogroup11197,1.59
isogroup11198,-2.01
isogroup11199,-0.63
isogroup112,-2.25
isogroup1120,-0.86
isogroup11200,0.13
isogroup11201,-0.12
isogroup11202,-0.22
isogroup11203,0.34
isogroup11204,-1.49
isogroup11205,-3.51
isogroup11206,0.52
isogroup11207,-0.3
isogroup11208,-0.38
isogroup11208.1,0.75
isogroup11209,-0.03
isogroup1121,-0.21
isogroup11210,0.9
isogroup11211,1.48
isogroup11212,0.64
isogroup11213,-0.59
isogroup11214,0.01
isogroup11215,0.5
isogroup11216,-0.34
isogroup11217,0.5
isogroup11218,0.01
isogroup11219,1.44
isogroup1122,0.56
isogroup11220,0.1
isogroup11221,3.81
isogroup11222,-0.22
isogroup11223,-0.33
isogroup11224,0.32
isogroup11225,-2.13
isogroup11226,0.68
isogroup11227,0.32
isogroup11228,1.46
isogroup11229,1.16
isogroup1123,-0.15
isogroup11230,1.19
isogroup11231,0.54
isogroup11232,0.72
isogroup11233,-0.84
isogroup11234,-0.2
isogroup11235,1.2
isogroup11236,0.65
isogroup11237,-0.28
isogroup11238,0.94
isogroup11239,0.5
isogroup1124,0.17
isogroup11240,-0.57
isogroup11241,1.46
isogroup11242,0
isogroup11243,-1
isogroup11244,-0.59
isogroup11245,-0.91
isogroup11246,-0.95
isogroup11247,-0.39
isogroup11248,0.33
isogroup11249,-0.17
isogroup1125,0.23
isogroup11250,0.76
isogroup11251,-0.5
isogroup11252,-0.15
isogroup11253,1.57
isogroup11254,0.98
isogroup11255,0.16
isogroup11256,0.89
isogroup11257,0.58
isogroup11258,-0.15
isogroup11259,-0.29
isogroup1126,0.12
isogroup11260,0.04
isogroup11261,0.68
isogroup11262,0.1
isogroup11263,-0.05
isogroup11264,0.96
isogroup11265,-0.44
isogroup11266,-0.39
isogroup11267,-0.03
isogroup11268,-1.67
isogroup11269,-0.01
isogroup1127,0.18
isogroup11270,0.15
isogroup11271,0.3
isogroup11272,-0.57
isogroup11273,-0.15
isogroup11274,-2.1
isogroup11275,-0.66
isogroup11276,-0.58
isogroup11277,0.94
isogroup11278,0.27
isogroup11279,0.4
isogroup1128,-0.25
isogroup11280,-0.18
isogroup11281,1.48
isogroup11282,1.93
isogroup11283,-0.9
isogroup11284,-0.65
isogroup11285,0.2
isogroup11286,0.09
isogroup11287,0.16
isogroup11288,-0.5
isogroup11289,0.09
isogroup1129,0.23
isogroup11290,-0.02
isogroup11291,-0.48
isogroup11292,-0.1
isogroup11293,-0.67
isogroup11294,3.22
isogroup11295,-1.72
isogroup11296,-0.27
isogroup11297,-3.04
isogroup11298,0.31
isogroup11299,-0.06
isogroup113,0.03
isogroup1130,-2.72
isogroup11301,0.19
isogroup11302,-0.54
isogroup11303,-0.23
isogroup11304,-0.47
isogroup11305,0.02
isogroup11306,0.28
isogroup11307,-0.53
isogroup11308,9.2
isogroup11309,0.14
isogroup1131,-0.31
isogroup11311,-0.06
isogroup11312,0.56
isogroup11313,1.35
isogroup11314,2.34
isogroup11315,-1.87
isogroup11316,0.38
isogroup11317,0.58
isogroup11318,-1.28
isogroup11319,-0.31
isogroup1132,-0.08
isogroup11320,-1.64
isogroup11321,-1.88
isogroup11322,-0.03
isogroup11323,-0.4
isogroup11325,4.76
isogroup11326,0.2
isogroup11327,0.59
isogroup11328,0.02
isogroup11329,-0.51
isogroup1133,-1.03
isogroup11330,-1.35
isogroup11331,-0.14
isogroup11332,-0.03
isogroup11333,0.82
isogroup11334,-1.99
isogroup11335,-0.1
isogroup11336,1.55
isogroup11337,0.63
isogroup11338,-0.06
isogroup11339,-0.65
isogroup1134,-1.77
isogroup11340,-0.22
isogroup11341,0.16
isogroup11342,3.73
isogroup11343,-3.41
isogroup11344,-0.09
isogroup11345,0.36
isogroup11346,0.14
isogroup11347,0.5
isogroup11348,0
isogroup11349,-1.2
isogroup1135,-0.91
isogroup11350,3.11
isogroup11351,-0.31
isogroup11352,0.15
isogroup11353,-0.82
isogroup11354,0.24
isogroup11355,0.94
isogroup11356,0.67
isogroup11357,12.77
isogroup11358,0.02
isogroup11359,0.83
isogroup1136,-0.1
isogroup11360,0.3
isogroup11361,-3.11
isogroup11362,-0.06
isogroup11363,0.11
isogroup11364,-0.91
isogroup11365,1.38
isogroup11366,0.6
isogroup11367,0.06
isogroup11368,-0.37
isogroup11369,0.51
isogroup1137,-2.14
isogroup11370,-0.22
isogroup11371,-1.14
isogroup11372,-0.98
isogroup11373,-0.69
isogroup11374,-0.68
isogroup11374.1,0.27
isogroup11375,0.2
isogroup11376,0.35
isogroup11377,9.48
isogroup11378,0.4
isogroup11379,-0.7
isogroup1138,0.12
isogroup11380,-1.02
isogroup11381,-0.12
isogroup11382,1.22
isogroup11383,-0.35
isogroup11384,3.33
isogroup11385,-0.35
isogroup11386,-0.3
isogroup11387,0.72
isogroup11388,-0.07
isogroup11389,1.51
isogroup1139,0.85
isogroup11390,0.17
isogroup11391,-1.46
isogroup11392,0.63
isogroup11393,0.43
isogroup11394,0.28
isogroup11395,-0.4
isogroup11396,0.29
isogroup11397,-0.14
isogroup11398,2.42
isogroup11399,-0.64
isogroup114,0.12
isogroup1140,-0.59
isogroup11400,0.71
isogroup11401,-0.44
isogroup11402,-0.43
isogroup11403,4.5
isogroup11404,-0.74
isogroup11405,0.95
isogroup11406,0.24
isogroup11407,-0.09
isogroup11408,0.15
isogroup11409,-0.47
isogroup1141,1.09
isogroup1141.1,0.32
isogroup11410,-0.03
isogroup11411,1.01
isogroup11412,1.73
isogroup11413,-0.08
isogroup11414,0.48
isogroup11415,0.69
isogroup11416,-0.69
isogroup11417,-0.04
isogroup11418,1.18
isogroup11419,-0.85
isogroup1142,-1.03
isogroup11420,4.43
isogroup11421,0
isogroup11422,0.37
isogroup11423,-0.13
isogroup11424,-3.74
isogroup11425,-1.86
isogroup11426,-0.05
isogroup11427,-1.45
isogroup11428,-0.04
isogroup11429,-2.7
isogroup1143,-0.34
isogroup11430,-0.32
isogroup11431,0.28
isogroup11432,2.46
isogroup11433,0.61
isogroup11434,0.08
isogroup11435,0.05
isogroup11436,-0.45
isogroup11437,-0.52
isogroup11438,0.18
isogroup11439,0.01
isogroup1144,0.22
isogroup11440,-2.51
isogroup11441,0.28
isogroup11442,1.61
isogroup11443,0.73
isogroup11444,-1.7
isogroup11445,0.51
isogroup11446,-0.19
isogroup11447,-0.13
isogroup11448,0.01
isogroup11449,0.05
isogroup1145,3.1
isogroup11450,-0.34
isogroup11451,0.8
isogroup11452,0.28
isogroup11453,-0.38
isogroup11454,2.79
isogroup11455,-0.2
isogroup11456,2.01
isogroup11457,0.17
isogroup11458,0.52
isogroup11459,0.46
isogroup1146,1.69
isogroup11460,0.61
isogroup11461,5.94
isogroup11462,-0.01
isogroup11463,0.49
isogroup11464,-0.08
isogroup11465,-0.44
isogroup11467,2.47
isogroup11468,0.18
isogroup11469,-1.24
isogroup1147,-0.01
isogroup11470,1.55
isogroup11471,0.19
isogroup11472,-0.3
isogroup11473,-0.75
isogroup11474,3.81
isogroup11475,-0.29
isogroup11476,0.06
isogroup11477,-0.25
isogroup11478,2.66
isogroup11479,0.84
isogroup1148,2.43
isogroup11480,-0.16
isogroup11481,1.01
isogroup11482,-0.2
isogroup11483,0.01
isogroup11484,1.02
isogroup11485,-2.93
isogroup11486,-0.58
isogroup11487,-0.11
isogroup11488,0.59
isogroup11489,-0.1
isogroup1149,0.37
isogroup11490,0.89
isogroup11492,0.5
isogroup11493,-0.15
isogroup11494,0.52
isogroup11495,-2.85
isogroup11496,-0.12
isogroup11497,-0.6
isogroup11498,0.74
isogroup11499,-0.16
isogroup115,0.83
isogroup1150,-0.2
isogroup11500,-0.22
isogroup11501,-0.02
isogroup11502,-0.1
isogroup11503,-0.41
isogroup11504,-0.78
isogroup11505,1.01
isogroup11506,0.04
isogroup11507,-0.07
isogroup11508,-0.36
isogroup11509,4.3
isogroup11510,-0.87
isogroup11511,-0.14
isogroup11512,0.14
isogroup11513,-0.34
isogroup11514,-0.07
isogroup11515,0.21
isogroup11516,-0.2
isogroup11517,0.07
isogroup11519,5.26
isogroup1152,0.02
isogroup11520,-0.19
isogroup11521,-0.35
isogroup11522,0.77
isogroup11523,-2.22
isogroup11524,-0.35
isogroup11525,0.04
isogroup11526,-1
isogroup11527,0.66
isogroup11528,-0.4
isogroup11529,-0.53
isogroup1153,-0.13
isogroup11530,0.02
isogroup11531,-0.86
isogroup11532,0.27
isogroup11533,0.4
isogroup11534,0.26
isogroup11535,0.26
isogroup11536,0.3
isogroup11537,-2.44
isogroup11538,2.9
isogroup11539,-6.38
isogroup1154,-3.67
isogroup11540,0.02
isogroup11541,1.13
isogroup11542,-0.67
isogroup11543,-0.47
isogroup11544,0.35
isogroup11545,0.86
isogroup11546,-0.67
isogroup11547,0.13
isogroup11548,-0.29
isogroup11549,-0.84
isogroup1155,-1.19
isogroup11550,-1.06
isogroup11551,0.36
isogroup11552,0.34
isogroup11553,-0.68
isogroup11554,0.21
isogroup11555,2.1
isogroup11556,-0.34
isogroup11557,-1.23
isogroup11558,-0.67
isogroup11559,0.69
isogroup1156,-0.39
isogroup11560,0.19
isogroup11561,0.58
isogroup11562,-2.02
isogroup11563,-0.64
isogroup11564,0.78
isogroup11565,1.03
isogroup11566,0.65
isogroup11567,0.66
isogroup11568,0.89
isogroup11569,0.29
isogroup1157,-1.49
isogroup11570,0.39
isogroup11571,1.84
isogroup11572,-0.21
isogroup11573,-3.54
isogroup11574,0.25
isogroup11575,1.18
isogroup11576,-0.25
isogroup11577,0.41
isogroup11578,1.91
isogroup11579,0.03
isogroup1158,0.01
isogroup11580,0.52
isogroup11581,0.11
isogroup11582,-0.1
isogroup11583,0.15
isogroup11584,1.05
isogroup11585,-0.5
isogroup11586,-0.36
isogroup11587,1.81
isogroup11588,0.29
isogroup11589,0.98
isogroup1159,0.26
isogroup11590,-2.26
isogroup11591,1.92
isogroup11592,0.06
isogroup11593,0.77
isogroup11594,0.13
isogroup11595,1.12
isogroup11596,0.11
isogroup11597,1.48
isogroup11599,-0.04
isogroup116,-1.11
isogroup1160,0.03
isogroup11600,0.4
isogroup11601,-0.5
isogroup11602,-0.35
isogroup11603,0.05
isogroup11605,2.31
isogroup11606,-0.18
isogroup11607,-0.1
isogroup11608,-0.12
isogroup11609,0.59
isogroup11610,0.34
isogroup11611,0.87
isogroup11612,-2.23
isogroup11613,-1.38
isogroup11614,-2.97
isogroup11615,-0.01
isogroup11616,0.44
isogroup11617,0.55
isogroup11618,-0.26
isogroup11619,2.76
isogroup1162,-0.41
isogroup11620,-0.38
isogroup11621,9.09
isogroup11622,-0.55
isogroup11623,-3.58
isogroup11624,-0.19
isogroup11624.1,-0.89
isogroup11625,-0.21
isogroup11626,-0.04
isogroup11627,0.09
isogroup11628,0.95
isogroup11629,0.09
isogroup1163,0.48
isogroup11630,0.22
isogroup11631,3.94
isogroup11632,0.78
isogroup11633,0.17
isogroup11634,0.89
isogroup11635.1,0.75
isogroup11636,-0.27
isogroup11637,0.35
isogroup11638,0.27
isogroup11639,0
isogroup1164,-0.38
isogroup11640,1.12
isogroup11641,-0.99
isogroup11642,-0.99
isogroup11643,-0.35
isogroup11644,0.04
isogroup11645,-1.22
isogroup11646,0.04
isogroup11647,-0.2
isogroup11648,2.7
isogroup11649,-0.89
isogroup1165,-0.92
isogroup11650,-0.12
isogroup11651,-0.42
isogroup11652,-0.45
isogroup11653,0.41
isogroup11654,-0.56
isogroup11655,0.88
isogroup11656,-0.48
isogroup11657,0.69
isogroup11658,-0.05
isogroup11659,-0.41
isogroup1166,-0.2
isogroup11660,-1.96
isogroup11661,-0.45
isogroup11662,2.3
isogroup11663,0.49
isogroup11664,-0.1
isogroup11665,1.11
isogroup11666,0.18
isogroup11667,-0.75
isogroup11668,-0.2
isogroup11669,-0.88
isogroup1167,-1.16
isogroup11670,0.3
isogroup11671,0.63
isogroup11672,1.82
isogroup11673,-0.4
isogroup11674,-0.03
isogroup11675,1.33
isogroup11676,-0.56
isogroup11677,0.61
isogroup11678,0.23
isogroup11679,-0.73
isogroup1168,-3.26
isogroup11680,0.05
isogroup11681,-0.54
isogroup11682,-0.66
isogroup11683,0.02
isogroup11684,0.51
isogroup11685,0.21
isogroup11686,0.28
isogroup11687,0.01
isogroup11688,0.54
isogroup11689,0.34
isogroup1169,0.21
isogroup11690,-0.45
isogroup11691,0.96
isogroup11692,0.37
isogroup11693,-2.36
isogroup11694,0.14
isogroup11695,-0.01
isogroup11696,2.39
isogroup11697,1.09
isogroup11698,-0.02
isogroup11699,-1.53
isogroup117,-2
isogroup11700,0.9
isogroup11701,0.81
isogroup11702,0.03
isogroup11703,-0.52
isogroup11704,-0.61
isogroup11705,-1.59
isogroup11706,1.12
isogroup11707,-1.62
isogroup11708,-0.05
isogroup11709,-0.87
isogroup1171,0.46
isogroup11710,-1.3
isogroup11711,0.68
isogroup11712,-0.08
isogroup11713,0.03
isogroup11714,-0.61
isogroup11715,-0.39
isogroup11716,-0.17
isogroup11717,4.43
isogroup11718,1.46
isogroup11719,0.35
isogroup1172,-1.48
isogroup11720,0.04
isogroup11721,-0.39
isogroup11722,-0.06
isogroup11723,-0.03
isogroup11724,-0.01
isogroup11725,0.44
isogroup11726,-0.16
isogroup11727,3.62
isogroup11728,0.54
isogroup11728.1,-0.04
isogroup11729,2.82
isogroup1173,0.14
isogroup11730,4.8
isogroup11731,-0.44
isogroup11732,-0.31
isogroup11734,0.14
isogroup11735,7.02
isogroup11736,-0.3
isogroup11737,-0.35
isogroup11738,0.36
isogroup11739,0.33
isogroup1174,0.57
isogroup11740,-0.09
isogroup11741,0.32
isogroup11742,0.61
isogroup11743,0.02
isogroup11744,3.39
isogroup11745,0.38
isogroup11746,1.19
isogroup11747,1.33
isogroup11748,0.08
isogroup11749,-1.43
isogroup1175,-1.17
isogroup11750,-0.14
isogroup11751,-11.92
isogroup11752,0.62
isogroup11753,0.58
isogroup11754,-0.82
isogroup11755,-0.06
isogroup11756,-0.21
isogroup11757,0.04
isogroup11758,-0.08
isogroup11759,-0.01
isogroup1176,-0.2
isogroup11760,0.75
isogroup11761,-0.1
isogroup11762,0.07
isogroup11763,0.37
isogroup11764,-0.71
isogroup11765,-2.02
isogroup11766.1,0.11
isogroup11767,-0.03
isogroup11768,-0.15
isogroup11769,0.78
isogroup1177,-0.21
isogroup11770,-0.31
isogroup11771,0.3
isogroup11772,0.34
isogroup11773,-0.38
isogroup11774,-0.39
isogroup11775,0.39
isogroup11776,-0.27
isogroup11777,0.37
isogroup11778,-0.05
isogroup11779,-0.09
isogroup1178,-0.44
isogroup11780,-0.5
isogroup11781,-0.15
isogroup11782,0.16
isogroup11783,1.18
isogroup11784,-0.22
isogroup11785,0.97
isogroup11786,-0.53
isogroup11787,-1.39
isogroup11789,-0.82
isogroup1179,-1.03
isogroup11790,-0.38
isogroup11791,0.61
isogroup11792,-0.05
isogroup11793,-0.27
isogroup11794,-0.05
isogroup11795,-0.29
isogroup11796,-0.38
isogroup11797,-2.78
isogroup11798,-2.65
isogroup11799,-0.13
isogroup118,-1.87
isogroup1180,2.77
isogroup11800,-0.05
isogroup11801,0.62
isogroup11802,0.03
isogroup11803,-2.03
isogroup11804,-0.09
isogroup11805,-0.17
isogroup11806,0.61
isogroup11807,-0.01
isogroup11808,-0.35
isogroup11809,1
isogroup1181,-0.46
isogroup11810,-2.39
isogroup11811,0.16
isogroup11812,1.17
isogroup11813,-0.12
isogroup11814,0.17
isogroup11815,-0.09
isogroup11816,1.18
isogroup11817,-1.81
isogroup11818,-0.88
isogroup11819,0.77
isogroup1182,0.17
isogroup11820,0.46
isogroup11821,0.35
isogroup11822,0.16
isogroup11823,0.32
isogroup11824,0.89
isogroup11825,-2.14
isogroup11826,-0.6
isogroup11827,-0.46
isogroup11828,-0.11
isogroup11829,0.06
isogroup1183,-0.08
isogroup11830,0.75
isogroup11832,-2.17
isogroup11833,-0.99
isogroup11834,0.16
isogroup11836,-0.67
isogroup11837,-0.36
isogroup11838,0.01
isogroup11839,-0.37
isogroup1184,1.67
isogroup11840,-0.23
isogroup11841,-3.24
isogroup11842,0.5
isogroup11843,1.28
isogroup11844,0.88
isogroup11845,-0.55
isogroup11845.1,2.34
isogroup11847,0.7
isogroup11848,-1
isogroup11849,-0.92
isogroup1185,-1.68
isogroup11850,1.45
isogroup11851,-0.41
isogroup11852,-0.19
isogroup11853,0.58
isogroup11854,2.55
isogroup11855,-0.05
isogroup11856,-0.28
isogroup11857,0.57
isogroup11858,1.07
isogroup11859,0.96
isogroup1186,-0.25
isogroup11860,0.69
isogroup11861,0.63
isogroup11862,1.56
isogroup11863,1.39
isogroup11864,1.16
isogroup11865,0.05
isogroup11866,0.61
isogroup11867,-0.21
isogroup11868,0.08
isogroup11869,-0.05
isogroup1187,-0.12
isogroup11870,-0.34
isogroup11872,-0.16
isogroup11873,0.91
isogroup11874,0.44
isogroup11875,-0.29
isogroup11876,-0.27
isogroup11877,-1.31
isogroup11878,-0.61
isogroup11879,-0.59
isogroup1188,1.99
isogroup11880,0.8
isogroup11881,0.03
isogroup11882,-0.19
isogroup11883,-0.43
isogroup11884,-2.45
isogroup11885,0.25
isogroup11886,-0.21
isogroup11887,0.52
isogroup11889,0.29
isogroup1189,-0.04
isogroup11890,0.07
isogroup11891,-0.16
isogroup11892,1.25
isogroup11894,-0.68
isogroup11895,0.26
isogroup11896,-0.58
isogroup11897,0.15
isogroup11898,0.46
isogroup11899,0.05
isogroup119,-2.76
isogroup1190,-1.61
isogroup11900,-0.14
isogroup11901,-0.27
isogroup11902,-1.32
isogroup11903,-0.01
isogroup11904,-0.26
isogroup11905,-0.18
isogroup11906,-1.93
isogroup11907,-0.86
isogroup11908,-0.69
isogroup11909,-1.43
isogroup1191,-0.7
isogroup11910,1.12
isogroup11911,0.34
isogroup11912,0.07
isogroup11913,-0.28
isogroup11914,0.48
isogroup11915,-0.04
isogroup11917,2.59
isogroup11918,1.77
isogroup11919,0.06
isogroup1192,0
isogroup11920,-0.34
isogroup11921,0.09
isogroup11922,-0.33
isogroup11923,0.24
isogroup11924,0.04
isogroup11925,0.1
isogroup11926,-0.47
isogroup11927,-0.44
isogroup11928,0.74
isogroup11929,0.29
isogroup1193,0.9
isogroup11930,0.15
isogroup11931,2.22
isogroup11932,-0.04
isogroup11933,-0.3
isogroup11934,-0.4
isogroup11935,1.97
isogroup11936,-1.16
isogroup11937,-0.08
isogroup11938,-0.64
isogroup11939,1.11
isogroup1194,-1.66
isogroup11940,1.47
isogroup11941,0.46
isogroup11942,0.25
isogroup11943,0.25
isogroup11944,0.03
isogroup11945,-1.55
isogroup11946,0
isogroup11947,3
isogroup11948,-0.48
isogroup11949,1.29
isogroup1195,4.44
isogroup11950,-0.81
isogroup11951,-0.52
isogroup11952,-1.35
isogroup11955,2.16
isogroup11956,-0.12
isogroup11957,5.74
isogroup11958,-0.49
isogroup11959,-0.14
isogroup1196,0.57
isogroup11960,-0.31
isogroup11961,2.51
isogroup11962,-0.13
isogroup11963,-0.34
isogroup11964,0.05
isogroup11966,-0.49
isogroup11968,-0.63
isogroup11968.1,0.25
isogroup11969,-0.58
isogroup1197,0.21
isogroup1197.1,-0.24
isogroup11970,0.27
isogroup11971,0
isogroup11972,-0.12
isogroup11973,0.42
isogroup11974,-0.21
isogroup11975,0.2
isogroup11976,-0.36
isogroup11977,1.2
isogroup11978,0.68
isogroup11979,0.15
isogroup1198,-0.86
isogroup11980,0.03
isogroup11981,0.05
isogroup11982,0.68
isogroup11983,0.66
isogroup11984,-0.02
isogroup11985,-0.32
isogroup11986,-0.03
isogroup11987,-2.11
isogroup11988,6.44
isogroup11989,-0.32
isogroup1199,-1.61
isogroup11990,0.51
isogroup11991,0.08
isogroup11992,0.92
isogroup11993,0.22
isogroup11994,-0.34
isogroup11995,-0.04
isogroup11996,0.06
isogroup11997,0.2
isogroup11998,-0.21
isogroup11999,1.89
isogroup12,-2.91
isogroup120,-2.13
isogroup1200,-0.52
isogroup12000,0.19
isogroup12001,-2.22
isogroup12002,0.28
isogroup12003,-0.57
isogroup12004,-0.77
isogroup12005,-0.09
isogroup12006,-1
isogroup12007,0.43
isogroup12008,-0.05
isogroup12009,-0.97
isogroup1201,0.26
isogroup12010,0.5
isogroup12011,0.67
isogroup12012,-0.48
isogroup12013,1.08
isogroup12014,0.49
isogroup12015,-4.81
isogroup12016,-3.72
isogroup12017,-0.11
isogroup12018,0.43
isogroup12019,-0.08
isogroup1202,0.05
isogroup12020,0.35
isogroup12021,-0.21
isogroup12022,-0.17
isogroup12023,0.55
isogroup12024,0.27
isogroup12025,0.71
isogroup12026,0.98
isogroup12027,0.47
isogroup12028,0.2
isogroup12029,-2.47
isogroup1203,0.05
isogroup12030,0.37
isogroup12031,-0.23
isogroup12032,-0.12
isogroup12033,-0.54
isogroup12034,-0.31
isogroup12035,-0.35
isogroup12036,1.58
isogroup12037,0.5
isogroup12038,0.89
isogroup12039,0.8
isogroup1204,2.77
isogroup12040,0.04
isogroup12041,-2.29
isogroup12042,0.92
isogroup12043,1.16
isogroup12044,0.07
isogroup12045,0.18
isogroup12046,-0.1
isogroup12047,-0.6
isogroup12047.1,0.5
isogroup12048,-0.8
isogroup12049,0.66
isogroup1205,-0.11
isogroup12050,-1.61
isogroup12051,0.21
isogroup12052,0.24
isogroup12053,-0.05
isogroup12054,-0.05
isogroup12055,-0.14
isogroup12056,0
isogroup12057,-0.71
isogroup12058,-0.21
isogroup12059,0.9
isogroup1206,-0.18
isogroup12060,-1.02
isogroup12061,1.8
isogroup12062,0.11
isogroup12063,-0.21
isogroup12064,1.33
isogroup12065,-0.51
isogroup12066,0.03
isogroup12067,2.41
isogroup12068,0.15
isogroup12069,-0.35
isogroup1207,0.87
isogroup12070,0.27
isogroup12071,0.1
isogroup12072,-3.28
isogroup12073,-0.23
isogroup12074,0.11
isogroup12075,-0.07
isogroup12076,0.11
isogroup12077,-0.64
isogroup12078,-0.13
isogroup12079,2.1
isogroup1208,-0.37
isogroup12080,0.17
isogroup12081,-0.22
isogroup12082,-0.13
isogroup12083,0.91
isogroup12084,-0.63
isogroup12085,-0.5
isogroup12086,-0.51
isogroup12087,-0.04
isogroup12088,-0.89
isogroup12089,-0.1
isogroup1209,-0.41
isogroup12090,0.68
isogroup12091,-0.65
isogroup12092,0.98
isogroup12093,0.58
isogroup12094,-0.93
isogroup12095,-2.46
isogroup12096,1.57
isogroup12097,-0.11
isogroup12098,-1.45
isogroup12099,-0.69
isogroup121,-0.74
isogroup1210,-0.16
isogroup12100,-0.79
isogroup12101,-0.53
isogroup12102,-0.24
isogroup12103,-0.83
isogroup12104,-1.03
isogroup12105,0.17
isogroup12106,-0.17
isogroup12107,-0.13
isogroup12108,2.26
isogroup12109,-0.22
isogroup1211,0.55
isogroup12110,1.57
isogroup12112,-0.68
isogroup12113,-0.71
isogroup12114,-0.37
isogroup12115,1.15
isogroup12116,0.88
isogroup12117,1.19
isogroup12118,1.09
isogroup12119,0.36
isogroup1212,0.49
isogroup12120,0.21
isogroup12121,0.49
isogroup12122,-2.27
isogroup12123,-0.19
isogroup12124,-0.49
isogroup12125,-0.16
isogroup12126,0.52
isogroup12127,0.15
isogroup12128,-0.1
isogroup12129,-0.17
isogroup1213,-0.04
isogroup12130,0.27
